report_id,date,year,month,division,district,department,service,amount_bdt,amount_bucket,is_high_amount,outcome,location,description,confirmation_count,is_verified,contact_redacted,source_url,scraped_at
4c69546a-be0c-43ef-a02c-a29d1bfac4a5,2026-09-15T07:00:00.000Z,2026,2026-09,Rajshahi,,BRTA,ড্রাইভিং লাইসেন্স,1500,1001-5000,False,paid,Naogaon,"আমি টিটিসি (TTC) থেকে গাড়ি চালানোর প্রশিক্ষণ নেওয়ার পর ড্রাইভিং লাইসেন্সের পরীক্ষার জন্য BRTA, নওগাঁ অফিসে যাই। সেখানে আমাদের জানানো হয় যে BRTA কর্মকর্তাকে ১,৫০০ টাকা করে দিতে হবে, অন্যথায় পরীক্ষায় ফেল করিয়ে দেওয়া হতে পারে। পরে আমাদের ব্যাচের প্রায় ৩০ জনের কাছ থেকে প্রত্যেকের জন্য ১,৫০০ টাকা করে নেওয়া হয়। আমার জানা অনুযায়ী, একইভাবে পরবর্তী বিভিন্ন ব্যাচের প্রশিক্ষণার্থীদের কাছ থেকেও পরীক্ষায় পাস করানোর কথা বলে প্রত্যেকের কাছ থেকে ১,৫০০ টাকা করে নেওয়া হচ্ছে বলে অভিযোগ রয়েছে। বিষয়টি তদন্ত করে এই অর্থ নেওয়ার সঙ্গে কারা জড়িত এবং এটি কোনো নিয়মিত সরকারি ফি কি না তা যাচাই করার জন্য অনুরোধ করছি।",8,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
922490db-013f-44f4-9319-a1f6c5a600bc,2026-09-15T06:00:00.000Z,2026,2026-09,Barishal,,Land Office,দলিল দিতে,5000,1001-5000,False,paid,মুলাদী,"আমার যে দলিল থেকে অন্যজনকে দলিল দিব সেই দলিলের মেইন কপি টা ভেন্ডর কে দেখানোর পরে তার অফিস থেকে হারিয়ে যায়।আমার কাছে ফটোকপি আছে, সাব রেজিস্টার বলছে মেইন দলিল না হলে দলিল হবে না। ৫০০০টাকা দেওয়ার পরে অইদিন ই কাজ করে দেয়।",2,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
544e913b-08e2-44ae-8ec9-1c4a67d4ecfa,2026-09-15T06:00:00.000Z,2026,2026-09,Mymensingh,,Land Office,খারিজ,30000,>10000,True,refused,নেত্রকোনা,খারিজের জন্য টাকা চায়,1,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
92f7e5d1-0eab-4db0-8bfb-dc35ccb13f07,2026-09-15T06:00:00.000Z,2026,2026-09,Chattogram,,Land Office,LAND CHKING,11000,>10000,True,paid,"NOAKHALI,HATIYA",নাম জারি করতে গেলে তিনি 11000 টাকা দাবি করে। তা নাহলে কাগজ জমা নিবে না”,3,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
2e35acd6-04c5-442e-9b33-a1c1c3692bcb,2026-09-15T04:00:00.000Z,2026,2026-09,Dhaka,,Land Office,নাম জারি খতিয়ান,6000,5001-10000,False,paid,ফরিদপুর,নাম জারি করতে গেলে তিনি 6000 টাকা দাবি করে। তা নাহলে কাগজ জমা নিবে না,35,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
c4676b9c-5da5-41c4-b660-d739845debf7,2026-09-15T03:00:00.000Z,2026,2026-09,Chattogram,,Passport Office,পাসপোর্ট সেবা,14000,>10000,True,paid,চাঁদপুর,আমি পাসপোর্ট করানোর জন্য পাসপোর্ট অফিসে গেলে তারা বিভিন্ন ভুয়া অভিযোগে আমাকে পাসপোর্ট করতে দেয় নি। পরে আমি নিরুপায় হয়ে দালালের মাধ্যমে ১৪ হাজার টাকা পরিশোধ করলে তখন আমার কাজটি সম্পন্ন হয়।,23,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
b1ce850b-3440-48c3-b9ca-1117971e6bf0,2026-09-15T02:00:00.000Z,2026,2026-09,Khulna,,Education Office,পেনশন / পিআরএল,5000,1001-5000,False,paid,শালিখা/ মাগুরা,পেনশন ফাইল প্রতি ৫০০০ টাকা নেওয়া হচ্ছে।,13,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
e51e3bb5-1387-466d-af31-af2325ab7851,2026-09-14T22:00:00.000Z,2026,2026-09,Chattogram,,Accounts Office,Pension,15000,>10000,True,paid,চৌমুহনীতে অবস্থিত বেগমগঞ্জ উপজেলা হিসাবরক্ষণ অফিস,"Amar ma ekjon school teacher chilen, uni retired er por chele meyeder sathe thakar jonno desher bahire thaken, tai onar pension er taka age monthly tulte parto na , deshe gele tulto eksathe 2 years kore oi taka tular jonno protiber 15000 taka kore gush ney tara.",10,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
2657fff0-b0bc-4b87-88da-aa37d93d8db3,2026-09-14T18:00:00.000Z,2026,2026-09,Chattogram,,Other public service,টিআর কাবিখা বরাদ্দ,55000,>10000,True,paid,চকরিয়া-পিআইও অফিস,প্রতি লাখে ১৫ হাজার টাকা করে না দিলে প্রকল্প পাওয়া যায়না,12,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
22067077-1fd3-40a6-a324-f9f67af51b03,2026-09-14T17:00:00.000Z,2026,2026-09,Khulna,,Other public service,বিদ্যুৎ,15000,>10000,True,paid,খুলনা সদর,"এই বিদ্যুৎ অফিসটি পারহাউজ মোড়ে, সেখানে আমি আমার বাসায় মিটার লাগানোর জন্য তথ্য নিয়ে গেছিলাম, সেখানে আমাকে প্রথমে ৬ হাজার টাকার মতো খরচ বললো, তারপর দেরি হওয়াতে আবার সেখানে গেলে বলে উপরের বস আছে এই বলে মোট ১৫ হাজার টাকা নিয়েছে। পরে জানতে পারি মিটার লাগাতে এত টাকা খরচ হয় না, ব্যস্ততা এর কারণে এইসব ব্যাপারে মনোযোগ দিতে পারি নি",3,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
487b5793-0e37-434d-998f-da2066d1deef,2026-09-14T15:00:00.000Z,2026,2026-09,Rangpur,,Land Office,নামজারি,6000,5001-10000,False,paid,"ইউনিয়ন ভূমি অফিস, হাটলক্ষ্মীপুর, গাইবান্ধা সদর, গাইবান্ধা",নামজারির জন্য সরকারি ফিস ১১৭০ টাকা হলেও এই অফিসে সর্বনিম্ন ৬০০০ টাকা নেয়।,33,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
9bae7bab-d146-4480-9f5c-0db1c2f5ad03,2026-09-14T15:00:00.000Z,2026,2026-09,Rangpur,,Sub-Registry Office,জমির দলিল করার জন্য,12000,>10000,True,paid,গাইবান্ধা সদর,"এখানে দলিল করার জন্য তিনটি চাঁদা দিতে হয়। প্রথমটি ৬০০০ টাকা, দ্বিতীয়টি ৩০০০, তৃতীয়টি ৩০০০, এছাড়াও হলফনামা প্রদানের জন্য ৩০০০ টাকা দিতে হয়। অথচ হলফনামার দাম ২০০ টাকা।",19,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
addb2827-7e7f-4175-8f30-77b23acba46c,2026-09-14T14:00:00.000Z,2026,2026-09,Dhaka,,Land Office,নামজারি,22000,>10000,True,paid,শরীয়তপুর চিকন্দি ভূমি অফিস,ঘুষ নিয়েও আমাকে অনেক পেরেশানি করেছে কাজ ঠিকমতো করে দেয় নাই ঘুরাইছে অনেক মানে জীবনের চরম বাজে অভিজ্ঞতা।,15,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
5106b936-632e-491f-9ffb-a493e1714989,2026-09-14T12:00:00.000Z,2026,2026-09,Khulna,,Land Office,জমির খাজনা দেওয়ার সময়।,17000,>10000,True,paid,গদখালী বাজার ভূমি অফিস। যশোর জেলা ঝিকরগাছা থানা,নগদ ৪২০০০ টাকা দিয়েছিলাম তার মধ্যে ২৫০০০ টাকার খাজনা পরিশোধ করে আর বাকি টাকা তার ১৭০০০ ঘুষ।,15,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
897b1ae0-33ad-4022-819c-4f845c036946,2026-09-14T12:00:00.000Z,2026,2026-09,Rangpur,,Land Office,দাগ ও জমির মালিকের দলিল খুঁজতে,1500,1001-5000,False,paid,খানসামা,"আমি জমির জাবেদা তুলার জন্য সাব- রেজিস্টার অফিস এ যাই । আমার কাছে ১৫০০ টাকা চাইছিল, ১১০০ টাকা দিয়ে কাজ করে। অফিসার কে এই বিষয় বললে , উল্টা বুঝায় আমাকে, যেন এই টাকা তার অধিকার।",13,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
0c1126d3-4d7e-492b-8b1a-01edc08fd106,2026-09-14T11:00:00.000Z,2026,2026-09,Khulna,,Passport Office,নতুন পাসপোর্ট,1800,1001-5000,False,paid,খুলনা,"পাসপোর্ট এর ছবি তোলার ডেট এ গিয়ে লাইনে দাঁড়িয়েছি, লাইন আগায়না ঘন্টার পর ঘন্টা কিন্তু কিছুক্ষন পর পর দেখছি পুলিশ সাইড দিয়ে আলাদা একটা রুমে লোক ঢুকাচ্ছে এবং ছবি তুলতে পাঠাচ্ছে। আমি ও একটা পর্যায়ে পুলিশ কে জিজ্ঞেস করলাম কিভাবে আগে ছবি তোলা যাবে? পুলিশ বললো ২৫০০ টাকা লাগবে, আমি বললাম এতো টাকা তো এখন নাই আমার কাছে, পুলিশ বললো কতো দিতে পারবেন? আমার কাছে ১৮০০ টাকা ছিল দেয়ার মতো,আমাকে সেই আলাদা রুমে নিয়ে গেলো এবং ভিতরে গিয়ে দেখলাম আরও কয়েকজন পুলিশ সদস্য বসা ওখানে। ১৮০০ টাকা দিলাম সাথে সাথে আমাকে লাইনের সামনে দাড় করিয়ে দিলো এবং ৫/৬ মিনিটের মধ্যে ছবি তোলার সিরিয়াল পেয়ে গেলাম।",6,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
0c334403-d50a-4449-a447-b8f89da1bd01,2026-09-14T11:00:00.000Z,2026,2026-09,Dhaka,,Traffic Police,ট্রাফিক চেকপোস্ট,1000,<=1000,False,refused,ঢাকা,"আমি নিজের গাড়ি নিয়ে নিউমার্কেট গিয়েছিলাম শপিং এর উদ্দেশ্যে, শপিং শেষে নিউমার্কেট থেকে একটু সামনে সংসদ ভবনের দিকে আাসার সময় ট্রাফিক পুলিশ সিগনাল দিলে আমি গাড়ি সাইড করি, সে আমার গাড়ীর কাগজপত্র চাইলে আমি তাকে কাগজপত্র দেই, কাগজ পত্র সব ঠিক থাকার পরে ও সে বলে মামলা নিতে হবে। আমি জিজ্ঞেস করলাম কেন মামলা হবে? সে বললো আপনার গাড়ীতে বাম্পার লাগানো আছে তাই, আমি বললাম সব গাড়িতেই তো বাম্পার লাগানো আছে, সে বললো আপনার নাম্বারটা কম দেখা যাচ্ছে তাই মামলা নিতে হবে। পাশে আরেকজন ছিলো সে বললো ১০০০ টাকা দেন তাহলে মামলা দিবে না। আমি টাকা দেইনাই বরং বাম্পার পা দিয়ে খুলে ফেলছি। তারপরেও সে মামলা দিয়েছে ৬০০০ টাকার। বলে আমি যখন ধরেছি তখন তো বাম্পার ছিলো এখন খুলে ফেল্লে ও লাভ নাই।",11,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
a83c0418-7fd2-4ff7-9381-6d02b517c48f,2026-09-14T10:00:00.000Z,2026,2026-09,Dhaka,,Other public service,A Challan Correction from ibass++,30000,>10000,True,refused,Dhaka,"আমি iBAS++ এ আমার কিছু এ-চালান (A-Challan) সংশোধন করতে গিয়েছিলাম। তখন সরকারি অফিসের লোক আমাকে বলেছিল ৮/১০ দিনের মধ্যে কাজ হয়ে যাবে। কিন্তু আমার কাজ তো হয়নি, বরং তাদের কাছে লোক পাঠালে বলে—""আপনাদের কাগজপত্রগুলো আমার টেবিলে আছে, কিছু টাকা দিলে এখনই হয়ে যাবে।""",5,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
2b25dd57-38b1-4f25-823a-99be3dded467,2026-09-14T10:00:00.000Z,2026,2026-09,Dhaka,,Other public service,"Import, export permission, Chief controller of import and export",20000,>10000,True,refused,Dhaka,"Continuously we are apply to CCI&E office to get import and export permission, previously we had to pay per permission 2000 to 10000.00 but now they are asking 10000 to 20000.00, special case more than 100000.00(from lower to top possession.",7,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
b8dbd940-99d5-4e68-b79b-aac9cb4ee856,2026-09-14T09:00:00.000Z,2026,2026-09,Dhaka,,Passport Office,ই-পাসপোর্ট নবায়ন,4500,1001-5000,False,paid,গোপালগঞ্জ,"আমাকে ভাই কুত্তার মতো ঘুরাইছে এই নাই তো সেই নাই বলে দুইবার করে জমা দেয়াইছে, যখন সব জমা দিলাম তারপরে বলে অয়েট করেন, বসে আছি তো আছি, সবাইকে ডাকে ফিংগার দিতে আমাকে ডাকে না। পরে অফিসের পাশের এক কম্পিউটার দোকানের মালিক বললেন ৪৫০০ টাকা লাগবে, দিলে আজকেই সব জমা নিবে",6,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
6ccddb26-9365-455b-ab12-b9cff3eb1e97,2026-09-14T09:00:00.000Z,2026,2026-09,Dhaka,,Other public service,Police Clearance,5000,1001-5000,False,paid,Dhaka,I needed a police clearance certificate for VISA application. I applied for police clearance in online. But my application was not moving from verification stage. One day sub-inspector from my local thana called me and asked to meet with him. I went and he asked 5000 taka for this. I paid and after that he released in online.,4,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
9b83f5a1-7adc-4c8a-8625-4629ef5a01ef,2026-09-14T09:00:00.000Z,2026,2026-09,Dhaka,,Land Office,"Land mutation in Baridhara, Bashundhara",15000,>10000,True,paid,Dhaka,I have a land in Bashundhara. Registration completed about 2 months back and wanted to complete mutation. But land office was asking 60000 taka which i was not agreed. Later on paid 15000 taka and work is completed.,4,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
37ff20b8-94da-429b-aa74-ad5ffef377e2,2026-09-14T08:00:00.000Z,2026,2026-09,Dhaka,,Land Office,ভুমি অধিগ্রহণ,1800000,>10000,True,paid,"জয়দেবপুর, গাজীপুর।","ভুমি অধিগ্রহণ করার সময় % হিসেবে ছেয়েছে। ১০% হারে দিতে হবে,না দিলে কাজ হবে না। অর্ধেক আগে এবং বাকিটা কাজ শেষ হবার পর।",4,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
7215a27b-c67f-4e74-8baa-6ab98400633d,2026-09-14T08:00:00.000Z,2026,2026-09,Chattogram,,Land Office,Registrar 2 check,500,<=1000,False,pending,Chattogram,Ekta khatiyan check r register 2 dekha 500tk chaise,5,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
04fe26e9-8144-4ad8-9126-853a6ec4898b,2026-09-14T07:00:00.000Z,2026,2026-09,Chattogram,,Other public service,ইউনিয়ন পরিষদ,1000,<=1000,False,pending,"ফতেপুর, মদনহাট, হাটহাজারী, চট্টগ্রাম।","ফতেপুর ইউনিয়ন পরিষদে বিশেষ করে পাবলিকের কাজ সম্পন্ন করে দেওয়ার নাম করে অত্র এলাকার মেম্বাররা ব্যবসা করে যাচ্ছে। সাধারণ পাবলিক যে কোন ডকুমেন্ট সরাসরি সংগ্রহ করতে গেলে তারা বিভিন্ন অযুহাত দিয়ে নাই, পারবে না বলে থাকে। কিন্তু সেম কাজ অত্র এলাকার মেম্বার করে দিচ্ছে প্রতি কাজে 1000 করে নেয়। পাবলিক হয়রানি থেকে বাচতে 1000 করে দিতে বাধ্য হয় এবং কাজটা দ্রুত হয় ও মেম্বারদের একটা জমজমাট ব্যবসা হয়। কিন্তু প্রতিদিন আসা পাবলিক গুলো দিনের পর দিন, বিভিন্ন ডকুমেন্ট মিসিং বলে, লাইনের পর লাইন ধরেও তাদের কাজ একমাসে শেষ করতে অক্ষম। সেম কাজটা মেম্বারদের হয় সাধারণ পাবলিকের হয় না। তাদের সেবা ও সুবিধা দিয়ে যাচ্ছে অত্র অফিসের কম্পিউটার অপেরেটররা এবং বেতন পাওয়ার পরেও সেবা না দিয়ে ধান্দায় আছে। এটার তদন্ত করুন।",5,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
287e9208-f8f9-4b2f-81ae-dba728e7ee6c,2026-09-14T07:00:00.000Z,2026,2026-09,Dhaka,,BRTA,ড্রাইভিং লাইসেন্স,4000,1001-5000,False,paid,টাংগাইল,টাকা না দেওয়া হলে পাস করানো হবে না। অনেকের সাথে কথা বলেছি কেউ টাকা না দিয়ে ড্রাইভিং লাইসেন্স এর পরিক্ষায় পাস করে নাই,4,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
5ea16eb2-ffe8-4f94-b49d-da3b548d7405,2026-09-14T06:00:00.000Z,2026,2026-09,Khulna,,Land Office,নামজারি,50000,>10000,True,refused,খুলনা,ভুলবশত অন্যের নামে রেকর্ডকৃত সম্পত্তি আদালতের মাধ্যমে নিজ নামে ফেরত পাই। উক্ত জমির নামজারি করাতে এই টাকা দাবি করে।,5,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
6b76f2ae-287a-4e29-8ad4-0ac0d8fac260,2026-09-14T06:00:00.000Z,2026,2026-09,Rajshahi,,Other public service,উপজেলা পরিষদ হতে বিল্ডিং তৈরির নকশা অনুমোদন,10000,5001-10000,False,paid,পাবনা,"উপজেলা পরিষদ হতে বিল্ডিং তৈরির নকশা অনুমোদন যা কমিটির যাচাই বাছাইয়ের মাধ্যমে দেয়া হয়। বিল্ডিং প্রতি ১০,০০০ টাকা।",5,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
14979038-acaf-423f-9cf1-41eb966e2522,2026-09-14T06:00:00.000Z,2026,2026-09,Khulna,,Land Office,জমির খতিয়ান দেখা,200,<=1000,False,paid,"চন্দন পুর, কালারোয়া, সাতক্ষীরা।",সামান্য ০৫ মিনিটের সেবা দিয়ছিলো। যাষ্ট একটি খতিয়ান দেখেছি। আমি কোনো প্রকার কাগজ বা কোন ডকুমেন্ট গ্রহন করি নাই। অতঃপর কাজ শেষে তাকে নাকি খরচের ২০০ শত টাকা দিতে হবে। কি আর করবো দিয়ে দিলাম। তার না হয় লজ্জা শরম নাই কিন্তু আমার ত আছে।,3,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
c29f1182-eae1-4147-8d0d-d7fcc079d53d,2026-09-14T06:00:00.000Z,2026,2026-09,Dhaka,,Traffic Police,"গাড়ির ডকুমেন্ট চেক করছে, মামলা না দিয়ে ক্যাশ টাকা নিয়ে ছেড়ে দিছে।",1000,<=1000,False,pending,মোহাম্মদপুর শিয়া মসজিদ সিগন্যাল।,"গাড়ির ডকুমেন্ট চেক করছে, মামলা না দিয়ে ক্যাশ টাকা নিয়ে ছেড়ে দিছে।",6,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
f3947064-761b-497f-b482-f4cb1b2fb9ee,2026-09-14T05:00:00.000Z,2026,2026-09,Rajshahi,,Land Office,খারিজ বাতিল এর আবেদন করতে গেলে অতিরিক্ত টাকা চাই টাকা না দেওয়ার কারণে প্রসেসটা দীর্ঘায়িত করে এবং হ,5000,1001-5000,False,refused,"ভোলাহাট ,চাঁপাইনবাবগঞ্জ",টাকার বিনিময়ে কাজ শুরু করেছিল এবং আমি সেখানে ভেটো দেই।পরে আর কাজ করে নাই দিনের পর দিন হয়রানি করে। কাজটা এখনো অবদি ঝুলে আছে। এসিল্যান্ডকে ফোন দিয়ে বলার পরেও দেখা করার পরেও এসি ল্যান্ড এ ব্যাপারে কোন পদক্ষেপ নেইনি।,6,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
12ec8010-1e74-4ad4-aeee-6aa90936920f,2026-09-14T05:00:00.000Z,2026,2026-09,Chattogram,,Land Office,খতিয়ান,180,<=1000,False,refused,চট্টগ্রাম,খতিয়ান তোলার জন্যও অনলাইন এপলাই করলে এই সেকশন এ গেলেই টাকা দিতে হবেই না হলে প্রথমদিন দিবে না ! ২/৩ দিন পর আবার আসতে বলবে ! প্রতিটা মানুষের কাছ থেকেই তাদের এই চা খাওয়ার টাকা দিতেই হয়,2,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
fed94b4e-9533-4190-923a-9fd550abf91b,2026-09-14T05:00:00.000Z,2026,2026-09,Dhaka,,Other public service,Fire License Renewal,50000,>10000,True,paid,Gazipur,During the fire license renewal fire inspector raised demand to provide him 50000 BDT for fire license renewal. We have provided the government fee through online and then also provide 50000 BDT cash to him.,3,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
f4fbc865-a05c-48a9-bf9f-91f658ff7c31,2026-09-14T04:00:00.000Z,2026,2026-09,Chattogram,,Land Office,খাজনা প্রদান,200,<=1000,False,paid,"লাকসাম পৌর ভূমি অফিস,কুমিল্লা।","অনলাইন খাজনা ভূমি অফিস কর্তৃক অনুমোদন করার জন্য ২০০ টাকা দিতে হয়। প্রথমে আরেকদিন আসতে বলে ঘুরায়, পরে টাকা দাবি করে।",1,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
7a734f2b-64be-49ef-a174-b14b87a0f5f7,2026-09-14T04:00:00.000Z,2026,2026-09,Barishal,,Land Office,হেবার ষোষনা পত্র দলিল,9999,5001-10000,False,refused,ভান্ডারিয়া,"দলিল মূল্য 2 লক্ষ টাকা , ঘুস দিতে হবে 10 হাজার টাকা",1,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
e4d7673c-6589-4998-a026-21795035f333,2026-09-14T04:00:00.000Z,2026,2026-09,Dhaka,,Tax Office,ভ্যাট জমা প্রতি মাসে,2000,1001-5000,False,paid,নারায়নগন্জ,"প্রতি মাসেই ভ্যাট এর টাকা জমা দেওয়ার সাথে বড় ম্যাডাম কে 2500 দিতে হয়, নাহলে ফাইল সই করেনা",2,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
b9da5cae-74b8-4ee7-b700-e23cbad7e3c7,2026-09-14T04:00:00.000Z,2026,2026-09,Dhaka,,Land Office,ভূমি জরিপ,500000,>10000,True,pending,গোপালগঞ্জ,জমি রেকর্ড করা নিয়ে মাঠে ১৫ শতাংশ জমি ৫০০০০০ পাঁচ লক্ষাধিক টাকা দাবি করে।,1,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
ead1a53a-0f4e-469f-a4d6-3ac1d43730db,2026-09-14T03:00:00.000Z,2026,2026-09,Chattogram,,Land Office,নামজারি পতিবেদন,2000,1001-5000,False,paid,"লক্ষীপুর-সদর, ভবানীগঞ্জ ইউনিয়ন ভূমি অফিস","নামজারির প্রতিবেদন (খসড়া খতিয়ান প্রস্তাব সহ) দেওয়ার জন্য ২৫০০ টাকা দাবী করে আমি ২০০০ টাকা দিছি , কিন্ত খতিয়ান প্রস্তাব দেয় নাই। তাদের মাধ্যমে চুক্তি করলে নামজারি টা হয়ে যেত",3,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
f2e217a2-f408-426f-91d1-dd0503a70d9e,2026-09-14T03:00:00.000Z,2026,2026-09,Chattogram,,Land Office,নামজারি,10000,5001-10000,False,paid,উত্তর কাট্টলী,"আমি যখন প্রথম দিন ভূমি অফিসে গিয়েছিলাম, সেদিন কর্মকর্তারা আমার কাগজপত্রে বিভিন্ন সমস্যা দেখিয়ে আমার নামজারি করেননি। তারা বলেছিল—এটা নেই, ওটা নেই, খতিয়ান ঠিক নেই, দাগ নম্বরও ঠিক নেই। পরে দ্বিতীয় দিন আমি আমার ভাইকে সঙ্গে নিয়ে আবার সেখানে যাই। তখন তারা সরাসরি আমার কাছে টাকার কথা বলেনি। তারা আমার ভাইকে বলেছিল যে, আমার নামজারির কাজে কিছু সমস্যা আছে। আমার ভাই যখন জিজ্ঞেস করে, “এখন কী করতে হবে?”, তখন অফিসের পিয়ন আমার ভাইকে বলে যে, “এখানে স্যারকে কিছু খরচ দিতে হবে, খরচগুলো দিলে কাজ হয়ে যাবে।” আমি তখন আমার ভাইয়ের সঙ্গে সেখানেই ছিলাম। পরে আমাকে বলা হয় যে ১০,০০০ টাকা দিতে হবে। এরপর আমি একজনের সঙ্গে কথা বলে ৫,০০০ টাকায় বিষয়টি ঠিক করি। আমাকে বলা হয়, টাকা অফিসের ভেতরে দেওয়া যাবে না",2,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
7eb204b4-228e-48ab-8343-feb9bc084554,2026-09-14T03:00:00.000Z,2026,2026-09,Dhaka,,BRTA,সনদ গ্রহণ,100,<=1000,False,paid,ঢাকা,"ড্রাইভিং লাইসেন্স, বা গাড়ির কাগজ নবায়ন পূর্বক হস্তান্তর করার সময় কাউন্টারে থাকা ব্যক্তিরা সবার কাছ থেকে ৫০/১০০/২০০ যার কাছ থেকে যেমন পারে নিয়ে থাকে। এঘটনা সবার সামনেই হচ্ছে।",2,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
e1047b3f-58de-4c08-95ea-31b4da81a648,2026-09-14T02:00:00.000Z,2026,2026-09,Khulna,,Other public service,বাড়ির প্লান পাশ(যশোর হাউজিং),150000,>10000,True,pending,যশোর,প্লান পাশ করার জন্য এই পরিমান অর্থ চাওয়া হয় যেখানে সরকারি খরচ ২৫০০০/-,2,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
dbe997be-0440-4aea-be2d-5125e1e4236e,2026-09-14T02:00:00.000Z,2026,2026-09,Dhaka,,Other public service,ফায়ার লাইসেন্সস রিনিউয়াল,15000,>10000,True,paid,"Dhaka, Bangladesh",সারা বছর কারখানা গুলোর খোঁজ খবর নেয়ার কোনো খবর থেকেকের না। অথচ লাইসেন্স নবায়ন এর কিছুদিন আগে এলাকায় ওই পরিদর্শক নিযুক্ত দালাল কে নিয়ে কারখানায় হাজির। ছোট কারখানা নবায় এর জন্য ৩০০০০ টাকা চেয়েছিল । অনলাইন হবে বিধায় এখন রেট একটু বেশি। অনেক দর কোশাকশির পর ১৫০০০/- লাইসেন্স পাওয়া যায়। সাভার হেমায়েতপুর সহ দোশের প্রতিটি জেলার প্রায় একই চিত্র।,2,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
cdc32785-591e-4105-a4b0-6dd735a9e04a,2026-09-14T01:00:00.000Z,2026,2026-09,Chattogram,,Other public service,রি কল ইস্যু,2000,1001-5000,False,paid,সদর চট্টগ্রাম,অর্থঋণ আদালতে W/A রিকল পেতে বেঞ্জ সরকারীকে প্রতিটির জন্য ১০০০টাকা দিতে হয়।,2,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
c0517a0e-6c70-40ce-927d-7445afcc60aa,2026-09-14T00:00:00.000Z,2026,2026-09,Khulna,,Other public service,পুলিশ ভেরিফিকেশন,1500,1001-5000,False,paid,যশোর,"চাকরির ভেরিফিকেশনে কাগজপত্র যাচাই করতে এসে সরাসরি ডিমান্ড করেছিলো। চাওয়ার ভাব এমন যেনো টাকা দেয়াটা বাধ্যতামূলক, নাহলে রিপোর্ট নেগেটিভ যাওয়া স্বাভাবিক। সাধারণত এরকম ক্ষেত্রে চাকরিপ্রার্থী টাকার তোয়াক্কা করে না, শুধু ক্লিয়ারেন্স পেলেই বেচে যায়। কিন্তু ঘুষ চাওয়ার এই মানসিকতা কখনও কেউ চেঞ্জ করতে পারবে না সিওর হয়েই বললাম",122,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
75b518b1-456b-4853-a46b-5d22f21b6d1b,2026-09-13T20:00:00.000Z,2026,2026-09,Khulna,,BRTA,নতুন লাইসেন্স করা,200,<=1000,False,paid,চুয়াডাঙ্গা,আমি নতুন লাইসেন্স করার জন্য ফিঙ্গারপ্রিন্ট দিতে গেছিলাম। এজন্য কোনো কারণ ছাড়াই ২০০ টাকা দাবি করে আমি প্রথমে আমতা আমতা করলেই দেয় কারণ তারা আমকে ইচ্ছাকৃত ফেল করাবে তাই । এবং সবার থেকে এরকম টাকা নেই,83,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
